LOC124905335_1	XR_007068557.1_1	1	1	15080	21429	LOC124905335
ASTN1	XR_921796.4	1	-1	176266456	176519385	ASTN1
MIR488	NR_030163.1	1	-1	176384002	176384084	MIR488
MIR488	unassigned_transcript_249	1	-1	176384013	176384033	MIR488
MIR488	unassigned_transcript_250	1	-1	176384051	176384071	MIR488
BRINP2	NM_021165.4	1	1	176525633	176637111	BRINP2
BRINP2	XM_005245379.3	1	1	176525633	176637111	BRINP2
BRINP2	XM_024448722.2	1	1	176561209	176637111	BRINP2
LOC105371625	XR_922299.4	1	-1	176598370	176610724	LOC105371625
LINC01645	NR_126001.1	1	1	176706296	176721155	LINC01645
LINC01741	NR_110722.1	1	1	177055274	177065082	LINC01741
SEC16B	NM_001390834.1	1	-1	177283553	177324835	SEC16B
SEC16B	NM_033127.4	1	-1	177283553	177324835	SEC16B
SEC16B	NM_001390833.1	1	-1	177283553	177325021	SEC16B
SEC16B	NM_001390835.1	1	-1	177283553	177339057	SEC16B
CRYZL2P-SEC16B	NM_001356505.2	1	-1	177283553	177392747	CRYZL2P-SEC16B
CRYZL2P-SEC16B	NM_001356506.2	1	-1	177283553	177392747	CRYZL2P-SEC16B
SEC16B	NM_001356499.2	1	-1	177300100	177325021	SEC16B
CRYZL2P-SEC16B	NR_151492.2	1	-1	177300100	177392747	CRYZL2P-SEC16B
CRYZL2P	NR_037167.1	1	-1	177360910	177392778	CRYZL2P
CRYZL2P	NR_151483.1	1	-1	177360910	177392778	CRYZL2P
CRYZL2P	NR_151484.1	1	-1	177360910	177392778	CRYZL2P
CRYZL2P	NR_151485.1	1	-1	177360910	177392778	CRYZL2P
CRYZL2P	NR_151486.1	1	-1	177360910	177392778	CRYZL2P
CRYZL2P	NR_151487.1	1	-1	177360910	177392778	CRYZL2P
CRYZL2P	NR_151488.1	1	-1	177360910	177392778	CRYZL2P
CRYZL2P	NR_151489.1	1	-1	177360910	177392778	CRYZL2P
LOC124904459	XR_007066744.1	1	1	177430274	177430886	LOC124904459
RASAL2-AS1	NR_027982.1	1	-1	177446194	177448679	RASAL2-AS1
RASAL2	NM_170692.4	1	1	177448790	177833573	RASAL2
RASAL2	XM_011510166.3	1	1	177448790	177833573	RASAL2
RASAL2	XM_011510167.3	1	1	177448790	177833573	RASAL2
RASAL2	XM_047434837.1	1	1	177448790	177833573	RASAL2
LOC105371630	XR_007066745.1	1	1	177473019	177490034	LOC105371630
LOC105371630	XR_922307.2	1	1	177473019	177490034	LOC105371630
RASAL2	XM_017002849.2	1	1	177583281	177833573	RASAL2
RASAL2	XM_017002850.2	1	1	177583282	177833573	RASAL2
RASAL2	XM_017002851.2	1	1	177583282	177833573	RASAL2
RASAL2	XM_017002852.2	1	1	177583283	177833573	RASAL2
RASAL2	XM_017002853.2	1	1	177604956	177833573	RASAL2
LOC105371629	XR_007066746.1	1	-1	177678800	177696052	LOC105371629
LOC105371629	XR_922306.3	1	-1	177678800	177696052	LOC105371629
RASAL2	NM_004841.5	1	1	177696162	177833573	RASAL2
RASAL2	XM_005245622.5	1	1	177696162	177833573	RASAL2
RASAL2	XM_047434859.1	1	1	177696162	177833573	RASAL2
RASAL2	XM_047434860.1	1	1	177696162	177833573	RASAL2
RASAL2	XM_047434838.1	1	1	177726100	177833573	RASAL2
RASAL2	XM_047434839.1	1	1	177726100	177833573	RASAL2
RASAL2	XM_017002854.2	1	1	177728035	177833573	RASAL2
RASAL2	XM_017002855.2	1	1	177728035	177833573	RASAL2
RASAL2	XM_047434849.1	1	1	177728035	177833573	RASAL2
RASAL2	XM_047434857.1	1	1	177728035	177833573	RASAL2
CLEC20A	XM_047420503.1	1	-1	177833515	177848579	CLEC20A
CLEC20A	XM_047420505.1	1	-1	177833515	177849251	CLEC20A
CLEC20A	XM_047420496.1	1	-1	177833515	177850863	CLEC20A
CLEC20A	XM_047420506.1	1	-1	177833515	177850863	CLEC20A
CLEC20A	XM_035861181.2	1	-1	177833515	177854346	CLEC20A
CLEC20A	XM_047420517.1	1	-1	177833515	177854346	CLEC20A
CLEC20A	NM_001395331.1	1	-1	177833963	177851687	CLEC20A
CLEC20A	XM_047420502.1	1	-1	177842246	177850863	CLEC20A
LOC101928866	XR_001738305.2	1	-1	177856181	177867773	LOC101928866
LOC101928866	XR_001738307.2	1	-1	177856181	177867773	LOC101928866
LOC101928866	XR_922305.3	1	-1	177861222	177867773	LOC101928866
LOC101928866	XR_001738306.2	1	-1	177862035	177867773	LOC101928866
LOC101928866	XR_922303.3	1	-1	177866286	177867773	LOC101928866
TEX35	NM_001170723.2	1	1	177867832	177876535	TEX35
TEX35	NM_032126.5	1	1	177867832	177877373	TEX35
TEX35	NM_001170722.2	1	1	177867832	177878233	TEX35
TEX35	NM_001170724.2	1	1	177867832	177878233	TEX35
LOC105371631	XR_922308.3	1	-1	177880888	177885911	LOC105371631
LOC105371631	XR_922311.3	1	-1	177880888	177885911	LOC105371631
LOC105371631	XR_922312.3	1	-1	177880888	177885911	LOC105371631
LOC105371631	XR_922309.3	1	-1	177880888	177886304	LOC105371631
LOC105371631	XR_922310.3	1	-1	177880888	177887455	LOC105371631
LOC124904460	XR_007066748.1	1	-1	177895286	177897368	LOC124904460
C1orf220	NR_033186.1	1	1	177897519	177903612	C1orf220
LOC105371632	XR_922315.3	1	-1	177908873	177940579	LOC105371632
LOC105371632	XR_922313.3	1	-1	177909575	177940580	LOC105371632
LOC105371632	XR_007066747.1	1	-1	177914611	177934828	LOC105371632
LOC105371632	XR_922314.3	1	-1	177914611	177934828	LOC105371632
MIR4424	NR_039622.1	1	1	178032518	178032603	MIR4424
MIR4424	unassigned_transcript_251	1	1	178032532	178032553	MIR4424
LOC124904461	XM_047438628.1	1	-1	178077056	178080959	LOC124904461
RALGPS2	NM_001286247.2	1	1	178079963	178276579	RALGPS2
RALGPS2	NM_001400042.1	1	1	178079963	178276579	RALGPS2
RALGPS2	NM_152663.5	1	1	178079963	178276579	RALGPS2
RALGPS2	NR_174383.1	1	1	178079963	178276579	RALGPS2
RALGPS2	NR_174384.1	1	1	178079963	178276579	RALGPS2
RALGPS2	XM_047423755.1	1	1	178079963	178276579	RALGPS2
RALGPS2	XM_047423766.1	1	1	178079963	178276579	RALGPS2
RALGPS2	XM_006711410.4	1	1	178080848	178276579	RALGPS2
RALGPS2	XM_047423777.1	1	1	178151482	178276579	RALGPS2
LOC124904462	XR_007066749.1	1	-1	178151918	178164515	LOC124904462
ANGPTL1	XM_047433711.1	1	-1	178204270	178224063	ANGPTL1
ANGPTL1	NM_001376763.1	1	-1	178204270	178225811	ANGPTL1
ANGPTL1	NM_004673.4	1	-1	178204270	178225811	ANGPTL1
ANGPTL1	XR_002957991.2	1	-1	178207614	178224063	ANGPTL1
LOC102724754	XR_426873.4	1	-1	178291640	178293812	LOC102724754
FAM20B	XM_047436093.1	1	1	178372408	178431587	FAM20B
FAM20B	NM_001324310.2	1	1	178380872	178431587	FAM20B
FAM20B	XM_047436094.1	1	1	178380872	178431587	FAM20B
FAM20B	NM_014864.4	1	1	178380962	178431587	FAM20B
FAM20B	XM_017003001.3	1	1	178380962	178431587	FAM20B
FAM20B	NM_001324311.2	1	1	178381192	178431587	FAM20B
FAM20B	XM_017003002.2	1	1	178381192	178431587	FAM20B
TOR3A	NM_022371.4	1	1	178437075	178450997	TOR3A
ABL2	NM_001136000.3	1	-1	178454335	178498066	ABL2
ABL2	NM_001168239.2	1	-1	178454335	178498066	ABL2
ABL2	NM_005158.5	1	-1	178454335	178498066	ABL2
ABL2	XM_005245088.3	1	-1	178454335	178498066	ABL2
ABL2	XM_017001035.2	1	-1	178454335	178567041	ABL2
ABL2	NM_001168236.2	1	-1	178454335	178584699	ABL2
ABL2	NM_001168237.2	1	-1	178454335	178584699	ABL2
ABL2	NM_001168238.2	1	-1	178454335	178584699	ABL2
ABL2	NM_007314.4	1	-1	178454335	178584699	ABL2
ABL2	XR_007058798.1	1	-1	178465363	178584699	ABL2
ABL2	XR_921764.4	1	-1	178465363	178584699	ABL2
ABL2	XR_921765.2	1	-1	178465363	178584699	ABL2
ABL2	NM_001136001.2	1	-1	178465580	178584699	ABL2
LOC124900429	XR_007067386.1	1	1	178556522	178556662	LOC124900429
SOAT1	XM_011509912.2	1	1	178648827	178702720	SOAT1
SOAT1	NM_001252511.2	1	1	178648827	178713729	SOAT1
SOAT1	NM_001252512.2	1	1	178648827	178713729	SOAT1
SOAT1	NM_003101.6	1	1	178648827	178713729	SOAT1
SOAT1	NR_045530.2	1	1	178648827	178713729	SOAT1
SOAT1	XM_011509911.2	1	1	178648827	178713729	SOAT1
SOAT1	XM_047428828.1	1	1	178670043	178713729	SOAT1
SOAT1	XM_047428831.1	1	1	178677556	178713729	SOAT1
AXDND1	XM_011509168.2	1	1	178720755	178909737	AXDND1
AXDND1	XM_011509169.2	1	1	178720755	178909737	AXDND1
AXDND1	XM_047444817.1	1	1	178721021	178823659	AXDND1
AXDND1	XM_011509178.3	1	1	178721021	178851077	AXDND1
AXDND1	XM_011509180.2	1	1	178721021	178861935	AXDND1
AXDND1	XR_921741.2	1	1	178721021	178861935	AXDND1
AXDND1	XR_921742.3	1	1	178721021	178864351	AXDND1
AXDND1	NM_144696.6	1	1	178721021	178909737	AXDND1
AXDND1	XM_011509165.2	1	1	178721021	178909737	AXDND1
AXDND1	XM_011509166.4	1	1	178721021	178909737	AXDND1
AXDND1	XM_011509167.4	1	1	178721021	178909737	AXDND1
AXDND1	XM_011509170.2	1	1	178721021	178909737	AXDND1
AXDND1	XM_011509171.2	1	1	178721021	178909737	AXDND1
AXDND1	XM_011509174.2	1	1	178721021	178909737	AXDND1
AXDND1	XM_011509175.2	1	1	178721021	178909737	AXDND1
AXDND1	XM_011509176.2	1	1	178721021	178909737	AXDND1
AXDND1	XM_024453104.2	1	1	178721021	178909737	AXDND1
AXDND1	NR_073544.2	1	1	178721094	178909737	AXDND1
AXDND1	XM_024453107.2	1	1	178721094	178909737	AXDND1
AXDND1	XM_011509179.2	1	1	178734455	178909737	AXDND1
AXDND1	XM_017000257.2	1	1	178734512	178909737	AXDND1
AXDND1	XM_017000258.2	1	1	178734512	178909737	AXDND1
AXDND1	XM_011509181.3	1	1	178765569	178909737	AXDND1
NPHS2	NM_001297575.2	1	-1	178905541	178930958	NPHS2
NPHS2	NM_014625.4	1	-1	178905541	178930958	NPHS2
NPHS2	XM_005245483.4	1	-1	178905541	178930958	NPHS2
NPHS2	XM_017002298.2	1	-1	178905541	178930958	NPHS2
NPHS2	XM_017002299.2	1	-1	178907605	178930958	NPHS2
TDRD5	NM_001199091.2	1	1	178946615	179047028	TDRD5
TDRD5	NM_001349923.1	1	1	178946615	179047028	TDRD5
TDRD5	XM_047447750.1	1	1	178946615	179047028	TDRD5
TDRD5	NM_001199085.3	1	1	178946834	179047028	TDRD5
TDRD5	NM_001199089.3	1	1	178946834	179047028	TDRD5
TDRD5	NM_173533.5	1	1	178946834	179047028	TDRD5
TDRD5	XM_005244934.2	1	1	178946834	179047028	TDRD5
TDRD5	XM_005244935.5	1	1	178946834	179047028	TDRD5
TDRD5	XM_047447752.1	1	1	178946834	179047028	TDRD5
TDRD5	XM_047447753.1	1	1	178946834	179047028	TDRD5
TDRD5	NM_001199092.2	1	1	178961228	179047028	TDRD5
LOC105371635	XR_922329.3	1	-1	179046297	179085822	LOC105371635
LOC105371635	XR_922328.2	1	-1	179057801	179085822	LOC105371635
FAM163A	NR_138087.2	1	1	179083538	179165688	FAM163A
FAM163A	NR_138088.2	1	1	179083538	179165688	FAM163A
FAM163A	NM_001329713.2	1	1	179083538	179171949	FAM163A
FAM163A	NM_001329714.2	1	1	179083538	179171949	FAM163A
FAM163A	XM_006711177.2	1	1	179083538	179171949	FAM163A
FAM163A	XM_017000393.2	1	1	179083538	179171949	FAM163A
FAM163A	NR_138090.2	1	1	179085950	179098459	FAM163A
FAM163A	NM_001329715.2	1	1	179085950	179171949	FAM163A
FAM163A	NM_001329716.2	1	1	179085950	179171949	FAM163A
FAM163A	XM_006711174.3	1	1	179085950	179171949	FAM163A
FAM163A	XM_006711175.3	1	1	179085950	179171949	FAM163A
FAM163A	XM_011509217.2	1	1	179085950	179171949	FAM163A
FAM163A	XM_017000386.2	1	1	179085950	179171949	FAM163A
FAM163A	XM_017000388.2	1	1	179085950	179171949	FAM163A
FAM163A	XM_017000389.2	1	1	179085950	179171949	FAM163A
FAM163A	XM_017000390.2	1	1	179085950	179171949	FAM163A
FAM163A	XM_024453399.2	1	1	179085950	179171949	FAM163A
FAM163A	NR_138089.2	1	1	179099053	179165688	FAM163A
FAM163A	NM_001329712.2	1	1	179099053	179171949	FAM163A
FAM163A	NM_001329717.2	1	1	179099053	179171949	FAM163A
FAM163A	NM_001329718.2	1	1	179099053	179171949	FAM163A
FAM163A	NM_001329719.2	1	1	179099053	179171949	FAM163A
FAM163A	NM_001393415.1	1	1	179099053	179171949	FAM163A
FAM163A	NM_001393416.1	1	1	179099053	179171949	FAM163A
FAM163A	NM_001393417.1	1	1	179099053	179171949	FAM163A
FAM163A	NM_001393418.1	1	1	179099053	179171949	FAM163A
FAM163A	NM_001393419.1	1	1	179099053	179171949	FAM163A
FAM163A	NM_001393420.1	1	1	179099053	179171949	FAM163A
FAM163A	NM_001393421.1	1	1	179099053	179171949	FAM163A
FAM163A	NM_001393422.1	1	1	179099053	179171949	FAM163A
FAM163A	NM_001393423.1	1	1	179099053	179171949	FAM163A
FAM163A	NM_173509.3	1	1	179099053	179171949	FAM163A
MIR12116	NR_162130.1	1	1	179159679	179159780	MIR12116
MIR12116	unassigned_transcript_252	1	1	179159693	179159714	MIR12116
LOC105371634	XR_007066757.1	1	-1	179170050	179172774	LOC105371634
LOC105371634	XR_007066750.1	1	-1	179170050	179174445	LOC105371634
LOC105371634	XR_007066751.1	1	-1	179170050	179174445	LOC105371634
LOC105371634	XR_007066753.1	1	-1	179170050	179174445	LOC105371634
LOC105371634	XR_007066755.1	1	-1	179170050	179174445	LOC105371634
LOC105371634	XR_007066752.1	1	-1	179170050	179175167	LOC105371634
LOC105371634	XR_007066754.1	1	-1	179170050	179175167	LOC105371634
LOC105371634	XR_007066756.1	1	-1	179170050	179175167	LOC105371634
LINC02818	XR_007066758.1	1	-1	179175575	179181349	LINC02818
LINC02818	XR_001738312.3	1	-1	179175575	179192336	LINC02818
LOC124904463	XR_007066759.1	1	1	179177007	179178537	LOC124904463
TOR1AIP2	XM_017000476.3	1	-1	179195724	179204622	TOR1AIP2
TOR1AIP2	XM_047447778.1	1	-1	179195724	179224589	TOR1AIP2
TOR1AIP2	XM_047447782.1	1	-1	179195724	179224589	TOR1AIP2
TOR1AIP2	NM_001199260.2	1	-1	179195724	179233552	TOR1AIP2
TOR1AIP2	NM_001349934.2	1	-1	179195724	179233552	TOR1AIP2
TOR1AIP2	NM_001349935.2	1	-1	179195724	179233552	TOR1AIP2
TOR1AIP2	NM_001349936.2	1	-1	179195724	179233552	TOR1AIP2
TOR1AIP2	NM_001349937.2	1	-1	179195724	179233552	TOR1AIP2
TOR1AIP2	NM_145034.5	1	-1	179195724	179233552	TOR1AIP2
TOR1AIP2	NM_001349933.1	1	-1	179213570	179224589	TOR1AIP2
TOR1AIP2	NM_001349931.2	1	-1	179213570	179233552	TOR1AIP2
TOR1AIP2	NM_022347.5	1	-1	179213570	179233552	TOR1AIP2
TOR1AIP1	NM_001267578.2	1	1	179238027	179275744	TOR1AIP1
TOR1AIP1	NM_015602.4	1	1	179238027	179275744	TOR1AIP1
LOC101928933	XR_241158.4	1	-1	179281835	179308150	LOC101928933
CEP350	NM_014810.5	1	1	179310482	179470599	CEP350
CEP350	XM_047435392.1	1	1	179310482	179470599	CEP350
CEP350	XM_047435399.1	1	1	179310482	179470599	CEP350
CEP350	XM_047435400.1	1	1	179310482	179470599	CEP350
CEP350	XM_047435433.1	1	1	179310482	179470599	CEP350
CEP350	XM_047435436.1	1	1	179310482	179470599	CEP350
CEP350	XM_047435442.1	1	1	179310482	179470599	CEP350
CEP350	XM_047435445.1	1	1	179310482	179470599	CEP350
CEP350	XM_047435455.1	1	1	179310482	179470599	CEP350
CEP350	XM_047435459.1	1	1	179310482	179470599	CEP350
CEP350	XM_047435466.1	1	1	179310482	179470599	CEP350
CEP350	XM_047435376.1	1	1	179310894	179470599	CEP350
CEP350	XM_047435378.1	1	1	179310894	179470599	CEP350
CEP350	XM_047435382.1	1	1	179310894	179470599	CEP350
CEP350	XM_047435377.1	1	1	179310895	179470599	CEP350
CEP350	XM_047435384.1	1	1	179310895	179470599	CEP350
CEP350	XM_047435387.1	1	1	179310895	179470599	CEP350
CEP350	XM_047435394.1	1	1	179310895	179470599	CEP350
CEP350	XM_047435401.1	1	1	179310895	179470599	CEP350
CEP350	XM_047435402.1	1	1	179310895	179470599	CEP350
CEP350	XM_047435403.1	1	1	179310895	179470599	CEP350
CEP350	XM_047435404.1	1	1	179310895	179470599	CEP350
CEP350	XM_047435406.1	1	1	179310895	179470599	CEP350
CEP350	XM_047435423.1	1	1	179310895	179470599	CEP350
CEP350	XM_047435429.1	1	1	179310895	179470599	CEP350
CEP350	XM_047435430.1	1	1	179310895	179470599	CEP350
CEP350	XM_047435414.1	1	1	179310896	179470599	CEP350
LOC105371636	XR_001738314.3	1	-1	179508343	179510573	LOC105371636
QSOX1	NM_001004128.3	1	1	179510604	179553770	QSOX1
QSOX1	XM_047426230.1	1	1	179510604	179553770	QSOX1
QSOX1	NM_002826.5	1	1	179510604	179559769	QSOX1
LHX4	XM_011510105.3	1	1	179583799	179634371	LHX4
LHX4	XM_011510106.4	1	1	179584420	179634371	LHX4
LHX4	NM_033343.4	1	1	179585702	179634371	LHX4
LHX4	XM_011510108.3	1	1	179603811	179634371	LHX4
ACBD6	XM_047432080.1	1	-1	179625046	179857576	ACBD6
ACBD6	XM_047432081.1	1	-1	179625046	179857576	ACBD6
ACBD6	XM_047432082.1	1	-1	179625046	179857576	ACBD6
ACBD6	XM_047432083.1	1	-1	179625046	179857576	ACBD6
ACBD6	XM_047432084.1	1	-1	179625046	179857576	ACBD6
ACBD6	XM_047432085.1	1	-1	179625046	179857576	ACBD6
LHX4-AS1	NR_037642.1	1	-1	179625056	179630074	LHX4-AS1
ACBD6	NM_032360.4	1	-1	179643616	179857576	ACBD6
LOC105371637	XR_922334.3	1	-1	179772018	179785165	LOC105371637
MIR3121	NR_036067.1	1	-1	179793320	179793396	MIR3121
MIR3121	unassigned_transcript_253	1	-1	179793329	179793350	MIR3121
MIR3121	unassigned_transcript_254	1	-1	179793364	179793385	MIR3121
OVAAL	NR_125716.1	1	1	179913986	179921529	OVAAL
XPR1	NM_001328662.2	1	1	179987035	180194004	XPR1
XPR1	NM_001135669.2	1	1	179987035	180245477	XPR1
XPR1	NM_004736.4	1	1	179987035	180245477	XPR1
XPR1	NR_137330.2	1	1	179987035	180245477	XPR1
LOC124904464	XR_007066760.1	1	-1	180207033	180228080	LOC124904464
KIAA1614	NM_020950.2	1	1	180268104	180306855	KIAA1614
LOC107985231	XR_007066761.1	1	-1	180291969	180296368	LOC107985231
KIAA1614-AS1	NR_145481.1	1	-1	180304931	180310129	KIAA1614-AS1
STX6	NM_001286210.2	1	-1	180327972	180378137	STX6
STX6	NM_005819.6	1	-1	180327972	180378137	STX6
MR1	NM_001194999.2	1	1	180388622	180417159	MR1
MR1	NM_001195000.2	1	1	180388622	180417159	MR1
MR1	NM_001195035.2	1	1	180388622	180417159	MR1
MR1	NM_001310213.2	1	1	180388622	180417159	MR1
MR1	NM_001531.3	1	1	180388622	180417159	MR1
MR1	XM_011509463.3	1	1	180388622	180417159	MR1
MR1	XM_047418899.1	1	1	180388622	180417159	MR1
MR1	NM_001385163.1	1	1	180389219	180405914	MR1
MR1	NM_001385161.1	1	1	180389219	180417159	MR1
MR1	NM_001385162.1	1	1	180389219	180417159	MR1
MR1	NM_001385164.1	1	1	180389219	180417159	MR1
LOC124904465	XR_007066762.1	1	-1	180442856	180443560	LOC124904465
IER5	NM_016545.5	1	1	180443759	180447959	IER5
LINC01732	NR_125966.1	1	1	180529911	180537651	LINC01732
LINC01699	NR_046249.1	1	1	180591821	180594037	LINC01699
LOC107985454	XR_001737809.1	1	1	180664623	180667737	LOC107985454
CACNA1E	XM_047429980.1	1	1	180673112	181132179	CACNA1E
CACNA1E	XM_017002243.2	1	1	180673112	181163498	CACNA1E
CACNA1E	XM_017002244.2	1	1	180673112	181163498	CACNA1E
CACNA1E	XM_017002245.2	1	1	180673112	181163498	CACNA1E
CACNA1E	XM_017002246.2	1	1	180673112	181163498	CACNA1E
CACNA1E	XM_017002247.2	1	1	180673112	181163498	CACNA1E
CACNA1E	XM_017002248.2	1	1	180673112	181163498	CACNA1E
CACNA1E	XM_017002249.2	1	1	180673112	181163498	CACNA1E
CACNA1E	XM_017002250.2	1	1	180673112	181163498	CACNA1E
CACNA1E	XM_047429979.1	1	1	180673112	181163498	CACNA1E
CACNA1E	XM_017002251.1	1	1	180746836	181163498	CACNA1E
LOC107985232	XR_001738319.2	1	1	180775155	180787803	LOC107985232
LOC107985232	XR_007066763.1	1	1	180783270	180787803	LOC107985232
CACNA1E	NM_000721.4	1	1	180838937	181163498	CACNA1E
CACNA1E	NM_001205293.3	1	1	180838937	181163498	CACNA1E
CACNA1E	NM_001205294.2	1	1	180838937	181163498	CACNA1E
LOC105371640	XR_922337.2	1	-1	181358287	181359707	LOC105371640
ZNF648	NM_001009992.1	1	-1	181409936	181417080	ZNF648
ZNF648	XM_024453260.2	1	-1	181409936	181425377	ZNF648
ZNF648	XM_047445722.1	1	-1	181409936	181425377	ZNF648
LOC105371642	XR_922341.3	1	1	181465793	181474375	LOC105371642
LINC01344	NR_104175.1	1	-1	181560598	181673660	LINC01344
GLUL	NM_001033056.4	1	-1	181737671	181750914	GLUL
GLUL	NM_001033044.4	1	-1	181737671	181751363	GLUL
GLUL	NM_002065.7	1	-1	181737671	181751363	GLUL
TEDDM1	NM_172000.4	1	-1	181757690	181760240	TEDDM1
LINC00272	NR_034131.1	1	1	181767194	181774386	LINC00272
RGSL1	XM_017001193.3	1	1	181807450	181920071	RGSL1
RGSL1	XM_017001191.1	1	1	181807896	181920071	RGSL1
RGSL1	XM_017001192.3	1	1	181808771	181920071	RGSL1
RGSL1	XM_011509500.2	1	1	181809719	181892224	RGSL1
RGSL1	XM_011509494.3	1	1	181809719	181910619	RGSL1
RGSL1	XM_047419638.1	1	1	181809719	181913015	RGSL1
RGSL1	NM_001137669.2	1	1	181809719	181920071	RGSL1
RGSL1	NM_001366934.1	1	1	181809719	181920071	RGSL1
RGSL1	XM_017001188.2	1	1	181809719	181920071	RGSL1
RGSL1	XM_017001189.2	1	1	181809719	181920071	RGSL1
RGSL1	XM_017001190.2	1	1	181812291	181920071	RGSL1
RGSL1	XM_047419632.1	1	1	181819617	181920071	RGSL1
RGSL1	XM_017001196.1	1	1	181819635	181920071	RGSL1
RGSL1	XM_047419640.1	1	1	181832040	181920071	RGSL1
RGSL1	XM_047419642.1	1	1	181847903	181920071	RGSL1
RNASEL	NM_021133.4	1	-1	181933110	181948734	RNASEL
RNASEL	XM_047427096.1	1	-1	181935746	181948734	RNASEL
RNASEL	XM_047427106.1	1	-1	181939430	181948734	RNASEL
RGS16	NM_002928.4	1	-1	181958121	181963886	RGS16
RGS16	XM_024448796.1	1	-1	181958121	181963886	RGS16
LINC01686	NR_036490.1	1	1	181974636	181976125	LINC01686
RGS8	NM_001369564.2	1	-1	182001318	182031413	RGS8
RGS8	NM_001387849.1	1	-1	182001318	182031413	RGS8
RGS8	NM_001387848.1	1	-1	182001318	182031727	RGS8
RGS8	XM_047432939.1	1	-1	182001318	182031727	RGS8
RGS8	NM_001102450.3	1	-1	182001318	182044076	RGS8
RGS8	NM_033345.4	1	-1	182001318	182044076	RGS8
RGS8	XM_017002631.3	1	-1	182001318	182044076	RGS8
RGS8	NM_001387847.1	1	-1	182001318	182111553	RGS8
RGS8	XM_011510089.4	1	-1	182001318	182111553	RGS8
LINC01688	NR_146548.1	1	1	182072173	182073855	LINC01688
NPL	NM_001200050.2	1	1	182148939	182189548	NPL
NPL	NM_001200051.2	1	1	182148939	182189548	NPL
NPL	NM_001200052.2	1	1	182148939	182189548	NPL
NPL	NM_001200056.2	1	1	182148939	182189548	NPL
NPL	NM_030769.3	1	1	182148939	182189548	NPL
DHX9-AS1	NR_148933.1	1	-1	182192835	182198754	DHX9-AS1
DHX9	NM_001357.5	1	1	182198510	182247148	DHX9
DHX9	NR_033302.2	1	1	182198510	182247148	DHX9
SHCBP1L	NM_001345928.2	1	-1	182259032	182312340	SHCBP1L
SHCBP1L	NM_030933.4	1	-1	182259032	182312340	SHCBP1L
LAMC1	NM_002293.4	1	1	182382573	182504736	LAMC1
LAMC1-AS1	NR_149048.1	1	-1	182497551	182500416	LAMC1-AS1
LAMC2	XM_017001273.2	1	1	182545611	182595007	LAMC2
LAMC2	NM_018891.3	1	1	182545611	182600631	LAMC2
LAMC2	NM_005562.3	1	1	182545611	182604464	LAMC2
LAMC2	XM_047420358.1	1	1	182545611	182618304	LAMC2
LAMC2	XM_047420361.1	1	1	182545611	182618304	LAMC2
NMNAT2	NM_170706.4	1	-1	182607574	182664173	NMNAT2
NMNAT2	NM_015039.4	1	-1	182607574	182777689	NMNAT2
LOC105371646	XR_007066764.1	1	1	182793162	182822168	LOC105371646
LOC105371646	XR_922350.2	1	1	182793162	182822168	LOC105371646
LOC105371646	XR_922351.2	1	1	182793162	182822168	LOC105371646
SMG7-AS1	NR_040063.1	1	-1	182820158	182831267	SMG7-AS1
SMG7	NM_001174061.2	1	1	182831784	182913482	SMG7
SMG7	NM_001331007.2	1	1	182831784	182913482	SMG7
SMG7	NM_001350219.2	1	1	182831784	182913482	SMG7
SMG7	NM_001350220.2	1	1	182831784	182913482	SMG7
SMG7	NM_001350221.2	1	1	182831784	182913482	SMG7
SMG7	NM_001375584.1	1	1	182831784	182913482	SMG7
SMG7	NM_001375585.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394133.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394134.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394135.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394136.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394137.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394138.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394139.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394140.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394141.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394142.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394143.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394144.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394145.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394146.1	1	1	182831784	182913482	SMG7
SMG7	NM_001394147.1	1	1	182831784	182913482	SMG7
SMG7	NM_173156.3	1	1	182831784	182913482	SMG7
SMG7	NM_201568.3	1	1	182831784	182913482	SMG7
SMG7	NM_201569.3	1	1	182831784	182913482	SMG7
SMG7	XM_011510205.4	1	1	182833007	182913482	SMG7
SMG7	XM_011510206.4	1	1	182833007	182913482	SMG7
SMG7	XM_011510207.4	1	1	182833007	182913482	SMG7
SMG7	XM_047435741.1	1	1	182859464	182913482	SMG7
SMG7	XM_005245653.6	1	1	182861601	182913482	SMG7
SMG7	XM_047435749.1	1	1	182887001	182913482	SMG7
NCF2	NM_000433.4	1	-1	182914853	182949749	NCF2
NCF2	NM_001190789.2	1	-1	182914853	182949749	NCF2
NCF2	NM_001190794.2	1	-1	182914853	182949749	NCF2
NCF2	XM_005245207.2	1	-1	182914853	182949749	NCF2
