SEPTIN14P6	NR_109817.1	6	-1	2935	3070	SEPTIN14P6	transcript
TIAM2	NM_001384546.1	6	1	156215731	156459744	TIAM2	mRNA
TIAM2	NM_001384547.1	6	1	156308913	156459744	TIAM2	mRNA
TIAM2	NM_001010927.3	6	1	156418898	156459744	TIAM2	mRNA
TFB1M	NR_146725.2	6	-1	156431886	156516508	TFB1M	transcript
TFB1M	XR_008487338.1	6	-1	156432779	156516508	TFB1M	transcript
TFB1M	XM_054355559.1	6	-1	156449260	156516508	TFB1M	mRNA
TFB1M	XM_054355558.1	6	-1	156449260	156516508	TFB1M	mRNA
TFB1M	XM_054355557.1	6	-1	156455158	156516508	TFB1M	mRNA
TFB1M	NM_001350501.2	6	-1	156458155	156516508	TFB1M	mRNA
TFB1M	NM_016020.4	6	-1	156458155	156516508	TFB1M	mRNA
TFB1M	NM_001350502.2	6	-1	156458155	156516508	TFB1M	mRNA
TFB1M	XM_054355560.1	6	-1	156458155	156502598	TFB1M	mRNA
TFB1M	XM_054355561.1	6	-1	156462314	156516508	TFB1M	mRNA
CLDN20	NM_001001346.3	6	1	156466034	156478569	CLDN20	mRNA
NOX3	NM_015718.3	6	-1	156597411	156657886	NOX3	mRNA
LOC105378068	NR_134597.1	6	1	156716893	156728067	LOC105378068	lnc_RNA
LOC105378068	NR_134596.1	6	1	156716893	156726153	LOC105378068	lnc_RNA
LOC105378069	XR_007077229.1	6	-1	156891700	156899892	LOC105378069	lnc_RNA
LOC105378072	XR_007077235.1	6	1	156995672	157086945	LOC105378072	lnc_RNA
LOC105378072	XR_007077234.1	6	1	156995672	157085531	LOC105378072	lnc_RNA
LOC101928923	XR_007077232.1	6	-1	157011047	157498419	LOC101928923	lnc_RNA
LOC105378072	XR_007077236.1	6	1	157083466	157085531	LOC105378072	lnc_RNA
LOC124901443	XR_007077237.1	6	-1	157103769	157112361	LOC124901443	lnc_RNA
MIR1202	NR_031606.1	6	1	157149117	157149199	MIR1202	primary_transcript
MIR1202	unassigned_transcript_1258	6	1	157149129	157149149	MIR1202	miRNA
LOC101928923	XR_007077233.1	6	-1	157331937	157379317	LOC101928923	lnc_RNA
LOC101928923	XR_007077231.1	6	-1	157358666	157379317	LOC101928923	lnc_RNA
LOC101928923	XR_007077230.1	6	-1	157358666	157379317	LOC101928923	lnc_RNA
LOC105378071	XR_007077238.1	6	1	157513067	157572340	LOC105378071	lnc_RNA
LOC105378071	XR_007077239.1	6	1	157513067	157572340	LOC105378071	lnc_RNA
LOC105378071	XR_007077240.1	6	1	157513067	157554883	LOC105378071	lnc_RNA
SNORD28B	NR_145751.1	6	1	157580927	157581001	SNORD28B	snoRNA
LOC105378073	NR_187999.1	6	-1	157695521	157707291	LOC105378073	lnc_RNA
LOC105378073	NR_188000.2	6	-1	157700039	157707291	LOC105378073	lnc_RNA
ARID1B	NM_001371656.1	6	1	157978277	158414307	ARID1B	mRNA
LOC115308161	NR_163974.1	6	-1	157978611	157980769	LOC115308161	lnc_RNA
ARID1B	XM_054356030.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356035.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356034.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356044.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356038.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356046.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356054.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356041.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356050.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356032.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356040.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356037.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	NM_001374820.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356049.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356055.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356043.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356031.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356039.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	NM_001438483.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	NM_001438486.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356048.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	NM_001438482.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356042.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	NM_001374828.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	NM_017519.3	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356052.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	NM_001438487.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356056.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	NM_001438485.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356053.1	6	1	157979629	158414307	ARID1B	mRNA
ARID1B	XM_054356059.1	6	1	157979629	158404998	ARID1B	mRNA
ARID1B	NM_001438489.1	6	1	157979629	158274939	ARID1B	mRNA
ARID1B	NM_001438490.1	6	1	157979629	158254269	ARID1B	mRNA
ARID1B	NM_001438491.1	6	1	157979629	158187996	ARID1B	mRNA
ARID1B	NM_001438492.1	6	1	157979629	158139100	ARID1B	mRNA
MIR4466	NR_039676.1	6	-1	157981929	157981982	MIR4466	primary_transcript
MIR4466	unassigned_transcript_1259	6	-1	157981961	157981978	MIR4466	miRNA
ARID1B	XM_054356057.1	6	1	158189537	158414307	ARID1B	mRNA
ARID1B	XM_054356058.1	6	1	158189537	158414307	ARID1B	mRNA
ARID1B	NM_001363725.2	6	1	158238755	158414307	ARID1B	mRNA
ARID1B	NM_001438488.1	6	1	158238755	158414307	ARID1B	mRNA
ARID1B	XM_054356060.1	6	1	158335504	158414307	ARID1B	mRNA
ARID1B	XM_054356061.1	6	1	158335504	158414307	ARID1B	mRNA
LOC105378075	XR_007077242.1	6	1	158444843	158461188	LOC105378075	lnc_RNA
LOC105378075	XR_007077243.1	6	1	158444843	158461188	LOC105378075	lnc_RNA
LOC105378075	XR_007077244.1	6	1	158453305	158461188	LOC105378075	lnc_RNA
TMEM242	NM_018452.6	6	-1	158494801	158565506	TMEM242	mRNA
LOC124906577	XR_007077245.1	6	-1	158528988	158560762	LOC124906577	lnc_RNA
TMEM242-DT	NR_187268.1	6	1	158565621	158566464	TMEM242-DT	lnc_RNA
LOC105378076	XR_007077246.1	6	1	158568220	158574943	LOC105378076	lnc_RNA
LOC124906578	XM_047444780.1	6	-1	158616685	158623092	LOC124906578	mRNA
ZDHHC14	XM_054356439.1	6	1	158623184	158923513	ZDHHC14	mRNA
ZDHHC14	NM_024630.3	6	1	158623184	158920181	ZDHHC14	mRNA
ZDHHC14	NM_153746.2	6	1	158623184	158915962	ZDHHC14	mRNA
ZDHHC14	XM_054356437.1	6	1	158752686	158923532	ZDHHC14	mRNA
ZDHHC14	XM_054356438.1	6	1	158752686	158915962	ZDHHC14	mRNA
ZDHHC14	XM_054356440.1	6	1	158752686	158914702	ZDHHC14	mRNA
ZDHHC14	XM_054356441.1	6	1	158765889	158915962	ZDHHC14	mRNA
MIR3692	NR_037463.1	6	1	158771146	158771214	MIR3692	primary_transcript
MIR3692	unassigned_transcript_1260	6	1	158771151	158771174	MIR3692	miRNA
MIR3692	unassigned_transcript_1261	6	1	158771189	158771212	MIR3692	miRNA
LOC107986663	XR_007077247.1	6	1	158942344	158956779	LOC107986663	lnc_RNA
SNX9	NM_016224.5	6	1	159069178	159191298	SNX9	mRNA
SNX9-AS1	NR_183542.1	6	-1	159131285	159139071	SNX9-AS1	lnc_RNA
SNX9	XM_054355583.1	6	1	159135679	159191298	SNX9	mRNA
SYNJ2	XM_054356674.1	6	1	159227492	159345318	SYNJ2	mRNA
SYNJ2	NM_001410947.1	6	1	159228059	159345318	SYNJ2	mRNA
SYNJ2	NM_003898.4	6	1	159228059	159345318	SYNJ2	mRNA
SYNJ2	XM_054356672.1	6	1	159228059	159345318	SYNJ2	mRNA
SYNJ2	XM_054356683.1	6	1	159228059	159340180	SYNJ2	mRNA
SYNJ2	XM_054356678.1	6	1	159228059	159339245	SYNJ2	mRNA
SYNJ2	XM_054356682.1	6	1	159228059	159327473	SYNJ2	mRNA
SYNJ2	XM_054356681.1	6	1	159228059	159324319	SYNJ2	mRNA
SYNJ2-IT1	NR_046796.1	6	1	159247298	159248574	SYNJ2-IT1	lnc_RNA
SYNJ2	NM_001178088.2	6	1	159263282	159345318	SYNJ2	mRNA
SYNJ2	XM_054356673.1	6	1	159263393	159345318	SYNJ2	mRNA
SYNJ2	XM_054356675.1	6	1	159281825	159345318	SYNJ2	mRNA
SYNJ2	XM_054356677.1	6	1	159305615	159345318	SYNJ2	mRNA
SYNJ2	XM_054356676.1	6	1	159305998	159345318	SYNJ2	mRNA
SYNJ2	XM_054356679.1	6	1	159308322	159345318	SYNJ2	mRNA
SYNJ2	XM_054356680.1	6	1	159312903	159345318	SYNJ2	mRNA
SERAC1	XM_054356600.1	6	-1	159355719	159413646	SERAC1	mRNA
SERAC1	NM_032861.4	6	-1	159355719	159413646	SERAC1	mRNA
SERAC1	XM_054356599.1	6	-1	159355719	159413646	SERAC1	mRNA
SERAC1	XM_054356598.1	6	-1	159355719	159406515	SERAC1	mRNA
SERAC1	XM_054356601.1	6	-1	159355719	159396623	SERAC1	mRNA
SERAC1	NR_073096.2	6	-1	159360674	159413646	SERAC1	transcript
SERAC1	XR_008487454.1	6	-1	159363958	159406520	SERAC1	transcript
GTF2H5	NM_207118.3	6	1	159413734	159444757	GTF2H5	mRNA
TULP4	XM_054355951.1	6	1	159476584	159756806	TULP4	mRNA
TULP4	XM_054355943.1	6	1	159477550	159756806	TULP4	mRNA
TULP4	XM_054355953.1	6	1	159477550	159756806	TULP4	mRNA
TULP4	XM_054355945.1	6	1	159477562	159756806	TULP4	mRNA
TULP4	XM_054355948.1	6	1	159477574	159756806	TULP4	mRNA
TULP4	XM_054355947.1	6	1	159477601	159756806	TULP4	mRNA
TULP4	XM_054355955.1	6	1	159477601	159756806	TULP4	mRNA
TULP4	XM_054355956.1	6	1	159477601	159756806	TULP4	mRNA
TULP4	XM_054355954.1	6	1	159477601	159756806	TULP4	mRNA
TULP4	XM_054355944.1	6	1	159477609	159756806	TULP4	mRNA
TULP4	XM_054355949.1	6	1	159477610	159756806	TULP4	mRNA
TULP4	XM_054355952.1	6	1	159478292	159756806	TULP4	mRNA
LOC124901447	XR_007077250.1	6	-1	159541423	159548216	LOC124901447	lnc_RNA
LOC124901447	XR_007077252.1	6	-1	159541423	159548033	LOC124901447	lnc_RNA
LOC124901447	XR_007077249.1	6	-1	159541423	159548033	LOC124901447	lnc_RNA
LOC124901447	XR_007077251.1	6	-1	159541423	159548033	LOC124901447	lnc_RNA
TULP4	XM_054355946.1	6	1	159544180	159756806	TULP4	mRNA
TULP4	XM_054355942.1	6	1	159554979	159756806	TULP4	mRNA
TULP4	XM_054355950.1	6	1	159554979	159756806	TULP4	mRNA
TULP4	NM_020245.5	6	1	159557120	159756806	TULP4	mRNA
TULP4	NM_001007466.3	6	1	159557120	159756806	TULP4	mRNA
SNORA116	NR_145798.1	6	1	159567651	159567797	SNORA116	snoRNA
TMEM181	NM_001376817.1	6	1	159781619	159880620	TMEM181	mRNA
TMEM181	XM_054356096.1	6	1	159781619	159880620	TMEM181	mRNA
TMEM181	NM_020823.2	6	1	159781619	159880620	TMEM181	mRNA
TMEM181	NM_001376855.1	6	1	159781619	159880620	TMEM181	mRNA
TMEM181	NM_001376856.1	6	1	159781619	159880620	TMEM181	mRNA
TMEM181	XM_054356100.1	6	1	159781619	159858480	TMEM181	mRNA
TMEM181	XM_054356101.1	6	1	159781619	159858480	TMEM181	mRNA
TMEM181	NR_164859.1	6	1	159805089	159880620	TMEM181	transcript
TMEM181	NM_001376850.1	6	1	159805089	159880620	TMEM181	mRNA
TMEM181	NM_001376852.1	6	1	159805089	159880620	TMEM181	mRNA
TMEM181	XM_054356102.1	6	1	159805089	159880620	TMEM181	mRNA
TMEM181	NM_001376854.1	6	1	159805089	159880620	TMEM181	mRNA
TMEM181	XM_054356104.1	6	1	159805089	159865283	TMEM181	mRNA
TMEM181	XM_054356105.1	6	1	159806298	159858480	TMEM181	mRNA
TMEM181	XM_054356099.1	6	1	159817028	159880620	TMEM181	mRNA
TMEM181	XM_054356103.1	6	1	159817028	159858480	TMEM181	mRNA
TMEM181	XM_054356098.1	6	1	159817035	159880620	TMEM181	mRNA
TMEM181	XM_054356097.1	6	1	159817676	159880620	TMEM181	mRNA
MIR7161	NR_106981.1	6	1	159854883	159854966	MIR7161	primary_transcript
MIR7161	unassigned_transcript_1262	6	1	159854883	159854905	MIR7161	miRNA
MIR7161	unassigned_transcript_1263	6	1	159854939	159854966	MIR7161	miRNA
DYNLT1	NM_001291602.2	6	-1	159881698	159889969	DYNLT1	mRNA
DYNLT1	NM_001291603.2	6	-1	159881698	159889969	DYNLT1	mRNA
DYNLT1	NM_006519.4	6	-1	159881698	159889969	DYNLT1	mRNA
SYTL3	XM_054356804.1	6	1	159886606	160010070	SYTL3	mRNA
SYTL3	XM_054356801.1	6	1	159886606	160010070	SYTL3	mRNA
SYTL3	XM_054356814.1	6	1	159886606	160010070	SYTL3	mRNA
SYTL3	XM_054356824.1	6	1	159890068	159997220	SYTL3	mRNA
SYTL3	XM_054356806.1	6	1	159890081	160010070	SYTL3	mRNA
SYTL3	XM_054356793.1	6	1	159890081	160010070	SYTL3	mRNA
SYTL3	XM_054356794.1	6	1	159890081	160010070	SYTL3	mRNA
SYTL3	XM_054356811.1	6	1	159890081	160010070	SYTL3	mRNA
SYTL3	XM_054356798.1	6	1	159890081	160010070	SYTL3	mRNA
SYTL3	XM_054356797.1	6	1	159890081	160010070	SYTL3	mRNA
SYTL3	XM_054356809.1	6	1	159890081	160010070	SYTL3	mRNA
SYTL3	XM_054356803.1	6	1	159890081	160010070	SYTL3	mRNA
SYTL3	XM_054356807.1	6	1	159890081	160010070	SYTL3	mRNA
SYTL3	XM_054356800.1	6	1	159890081	160010070	SYTL3	mRNA
SYTL3	XM_054356812.1	6	1	159890081	160010070	SYTL3	mRNA
SYTL3	XM_054356819.1	6	1	159890086	160010070	SYTL3	mRNA
SYTL3	XM_054356818.1	6	1	159890086	160010070	SYTL3	mRNA
SYTL3	XM_054356802.1	6	1	159895281	160010070	SYTL3	mRNA
SYTL3	NM_001242394.2	6	1	159895281	160010070	SYTL3	mRNA
SYTL3	NM_001242395.2	6	1	159895281	160010070	SYTL3	mRNA
SYTL3	XM_054356796.1	6	1	159895281	160010070	SYTL3	mRNA
SYTL3	XM_054356808.1	6	1	159895281	160010070	SYTL3	mRNA
SYTL3	XM_054356795.1	6	1	159895281	160010070	SYTL3	mRNA
SYTL3	XM_054356810.1	6	1	159895281	160010070	SYTL3	mRNA
SYTL3	NM_001242384.2	6	1	159895281	160010070	SYTL3	mRNA
SYTL3	XM_054356813.1	6	1	159895281	160010070	SYTL3	mRNA
SYTL3	NM_001009991.4	6	1	159895281	160010070	SYTL3	mRNA
SYTL3	XM_054356799.1	6	1	159895281	160010070	SYTL3	mRNA
SYTL3	XM_054356805.1	6	1	159906637	160010070	SYTL3	mRNA
SYTL3	XM_054356822.1	6	1	159906641	160010070	SYTL3	mRNA
SYTL3	XM_054356821.1	6	1	159906641	160010070	SYTL3	mRNA
SYTL3	XM_054356820.1	6	1	159908180	160010070	SYTL3	mRNA
SYTL3	NM_001318745.2	6	1	159908180	160010070	SYTL3	mRNA
SYTL3	XM_054356823.1	6	1	159908534	160010070	SYTL3	mRNA
SYTL3	XM_054356816.1	6	1	159949815	160010070	SYTL3	mRNA
SYTL3	XM_054356817.1	6	1	159953462	160010070	SYTL3	mRNA
SYTL3	XM_054356815.1	6	1	159963416	160010070	SYTL3	mRNA
MIR3918	NR_037482.1	6	-1	160009860	160009952	MIR3918	primary_transcript
MIR3918	unassigned_transcript_1264	6	-1	160009914	160009934	MIR3918	miRNA
EZR	NM_001111077.2	6	-1	160010984	160064812	EZR	mRNA
EZR	NM_003379.5	6	-1	160010984	160063679	EZR	mRNA
EZR	XM_054356313.1	6	-1	160010984	160034914	EZR	mRNA
EZR-AS1	NR_102425.1	6	1	160063423	160067686	EZR-AS1	lnc_RNA
OSTCP1	NR_028496.1	6	-1	160086575	160103065	OSTCP1	transcript
LINC02901	NR_160977.1	6	1	160115224	160155759	LINC02901	lnc_RNA
LINC02901	NR_160980.1	6	1	160115224	160155759	LINC02901	lnc_RNA
LINC02901	NR_160978.1	6	1	160115224	160155759	LINC02901	lnc_RNA
LINC02901	NR_160982.1	6	1	160115439	160155759	LINC02901	lnc_RNA
LINC02901	NR_160981.1	6	1	160115439	160155759	LINC02901	lnc_RNA
LINC02901	NR_160976.1	6	1	160115439	160155759	LINC02901	lnc_RNA
LINC02901	NR_160979.1	6	1	160133888	160155759	LINC02901	lnc_RNA
RSPH3	XR_008487438.1	6	-1	160212959	160245813	RSPH3	transcript
RSPH3	XR_008487439.1	6	-1	160218492	160245813	RSPH3	transcript
RSPH3	NR_144434.1	6	-1	160218492	160245798	RSPH3	transcript
RSPH3	NM_031924.8	6	-1	160218492	160245813	RSPH3	mRNA
RSPH3	NM_001346418.1	6	-1	160218492	160245798	RSPH3	mRNA
RSPH3	XM_054356513.1	6	-1	160218492	160239514	RSPH3	mRNA
TAGAP-AS1	NR_183546.1	6	1	160245484	160288648	TAGAP-AS1	lnc_RNA
TAGAP-AS1	NR_183545.1	6	1	160245484	160288648	TAGAP-AS1	lnc_RNA
TAGAP	NM_152133.3	6	-1	160280073	160290583	TAGAP	mRNA
TAGAP	NM_054114.5	6	-1	160280073	160290583	TAGAP	mRNA
TAGAP	NM_001278733.2	6	-1	160280073	160287945	TAGAP	mRNA
TAGAP	NM_138810.4	6	-1	160284497	160290583	TAGAP	mRNA
LOC112267968	XM_047444781.1	6	-1	160307481	160367078	LOC112267968	mRNA
LOC124901449	XR_007077253.1	6	1	160352534	160361846	LOC124901449	transcript
LOC124901449	XR_007077254.1	6	1	160352534	160361846	LOC124901449	transcript
LOC124901449	XM_047444783.1	6	1	160352534	160361859	LOC124901449	mRNA
LOC124901449	XM_047444782.1	6	1	160352534	160361854	LOC124901449	mRNA
LOC124901449	XR_007077255.1	6	1	160360463	160361846	LOC124901449	transcript
FNDC1-AS1	NR_121668.1	6	-1	160411514	160415622	FNDC1-AS1	lnc_RNA
FNDC1	NM_032532.3	6	1	160415015	160517654	FNDC1	mRNA
FNDC1	XM_054356563.1	6	1	160415015	160517654	FNDC1	mRNA
FNDC1	XM_054356564.1	6	1	160415015	160517654	FNDC1	mRNA
FNDC1-IT1	NR_046831.1	6	1	160486345	160488922	FNDC1-IT1	lnc_RNA
LOC105378084	XR_007077261.1	6	-1	160621029	160629029	LOC105378084	lnc_RNA
LOC105378084	XR_007077262.1	6	-1	160621029	160629029	LOC105378084	lnc_RNA
LINC02529	NR_125873.1	6	1	160629233	160642145	LINC02529	lnc_RNA
LOC101929142	XR_007077265.1	6	1	160709056	160713448	LOC101929142	lnc_RNA
LOC101929142	XR_007077263.1	6	1	160709067	160713448	LOC101929142	lnc_RNA
LOC101929142	XR_007077264.1	6	1	160710751	160713448	LOC101929142	lnc_RNA
LOC105378085	XR_007077267.1	6	-1	160832572	160841272	LOC105378085	lnc_RNA
LOC105378085	XR_007077266.1	6	-1	160832572	160835585	LOC105378085	lnc_RNA
LOC124901450	XR_007077268.1	6	-1	160862862	160879710	LOC124901450	lnc_RNA
SOD2	NM_001322819.2	6	-1	160914924	160973013	SOD2	mRNA
SOD2	NM_001322820.2	6	-1	160914924	160972579	SOD2	mRNA
SOD2	NM_001322814.2	6	-1	160914924	160939086	SOD2	mRNA
SOD2	NM_001322815.2	6	-1	160914924	160939086	SOD2	mRNA
SOD2	NM_000636.4	6	-1	160914924	160939086	SOD2	mRNA
SOD2	NM_001322817.2	6	-1	160924915	161007912	SOD2	mRNA
SOD2	NM_001024466.3	6	-1	160924915	160939086	SOD2	mRNA
SOD2	NM_001024465.3	6	-1	160924915	160939086	SOD2	mRNA
SOD2	NM_001322816.2	6	-1	160936763	160939086	SOD2	mRNA
WTAP	XM_054356858.1	6	1	160967457	161001943	WTAP	mRNA
WTAP	XM_054356861.1	6	1	160967457	160995042	WTAP	mRNA
WTAP	NM_004906.5	6	1	160972746	161001943	WTAP	mRNA
WTAP	NM_152858.3	6	1	160972746	160995042	WTAP	mRNA
WTAP	NM_001270532.2	6	1	160972746	160995042	WTAP	mRNA
WTAP	XM_054356859.1	6	1	160973156	161001943	WTAP	mRNA
WTAP	NM_001270531.2	6	1	160973156	161001943	WTAP	mRNA
WTAP	NM_152857.3	6	1	160973156	160995042	WTAP	mRNA
WTAP	NM_001270533.2	6	1	160973156	160995042	WTAP	mRNA
WTAP	XM_054356860.1	6	1	160984695	161001943	WTAP	mRNA
SOD2-OT1	NR_037166.1	6	-1	161005889	161007963	SOD2-OT1	lnc_RNA
ACAT2	NM_005891.3	6	1	161007676	161024729	ACAT2	mRNA
ACAT2	NM_001303253.1	6	1	161008110	161024729	ACAT2	mRNA
TCP1	NM_001008897.2	6	-1	161024115	161035234	TCP1	mRNA
TCP1	NM_030752.3	6	-1	161024115	161035234	TCP1	mRNA
SNORA20	NR_002960.1	6	-1	161025867	161025998	SNORA20	snoRNA
SNORA29	NR_002965.1	6	-1	161031218	161031357	SNORA29	snoRNA
MRPL18	NR_134864.1	6	1	161035444	161044045	MRPL18	transcript
MRPL18	NR_134860.1	6	1	161035499	161044045	MRPL18	transcript
MRPL18	NR_134862.1	6	1	161035499	161044045	MRPL18	transcript
MRPL18	NR_134865.1	6	1	161035499	161044045	MRPL18	transcript
MRPL18	NR_134866.1	6	1	161035499	161044045	MRPL18	transcript
MRPL18	NR_134863.1	6	1	161035499	161044045	MRPL18	transcript
MRPL18	NR_134861.2	6	1	161036099	161044045	MRPL18	transcript
MRPL18	NM_014161.5	6	1	161036099	161044045	MRPL18	mRNA
MRPL18	NM_001318817.2	6	1	161036099	161044045	MRPL18	mRNA
PNLDC1	XM_054354363.1	6	1	161045047	161055700	PNLDC1	mRNA
PNLDC1	XM_054354359.1	6	1	161045050	161066381	PNLDC1	mRNA
PNLDC1	XM_054354356.1	6	1	161045051	161066381	PNLDC1	mRNA
PNLDC1	XM_054354357.1	6	1	161045051	161066381	PNLDC1	mRNA
PNLDC1	NM_173516.3	6	1	161045895	161066381	PNLDC1	mRNA
PNLDC1	XM_054354361.1	6	1	161045895	161066381	PNLDC1	mRNA
PNLDC1	XM_054354358.1	6	1	161045895	161066381	PNLDC1	mRNA
PNLDC1	NM_001271862.2	6	1	161045895	161066381	PNLDC1	mRNA
PNLDC1	XM_054354360.1	6	1	161045895	161066381	PNLDC1	mRNA
PNLDC1	XM_054354362.1	6	1	161051252	161066381	PNLDC1	mRNA
MAS1	XM_054355443.1	6	1	161134461	161165992	MAS1	mRNA
MAS1	NM_001366704.2	6	1	161136662	161163224	MAS1	mRNA
MAS1	NM_002377.4	6	1	161136662	161163224	MAS1	mRNA
IGF2R	XR_008487330.1	6	1	161215266	161339943	IGF2R	transcript
IGF2R	XR_008487329.1	6	1	161215266	161339943	IGF2R	transcript
IGF2R	NM_000876.4	6	1	161215266	161357599	IGF2R	mRNA
AIRN	NR_047511.1	6	-1	161249475	161253848	AIRN	lnc_RNA
AIRN	NR_047514.1	6	-1	161249475	161253848	AIRN	lnc_RNA
CHP1P2	NR_003288.2	6	1	161339239	161342371	CHP1P2	transcript
SLC22A1	XM_054356250.1	6	1	161367910	161404908	SLC22A1	mRNA
SLC22A1	NM_003057.3	6	1	161367910	161404908	SLC22A1	mRNA
SLC22A1	NM_153187.2	6	1	161367910	161404908	SLC22A1	mRNA
SLC22A1	NM_001437335.1	6	1	161367910	161404908	SLC22A1	mRNA
SLC22A2	NM_003058.4	6	-1	161462946	161508769	SLC22A2	mRNA
LOC105378088	XR_007077269.1	6	1	161522510	161526184	LOC105378088	lnc_RNA
SLC22A3	XM_054356252.1	6	1	161598508	161702771	SLC22A3	mRNA
SLC22A3	NM_021977.4	6	1	161598575	161702771	SLC22A3	mRNA
SLC22A3	XM_054356257.1	6	1	161598575	161693049	SLC22A3	mRNA
SLC22A3	XM_054356255.1	6	1	161598575	161687407	SLC22A3	mRNA
SLC22A3	XM_054356256.1	6	1	161598575	161681339	SLC22A3	mRNA
SLC22A3	XM_054356254.1	6	1	161599277	161702771	SLC22A3	mRNA
LOC124901453	XR_007077270.1	6	-1	161619296	161642348	LOC124901453	lnc_RNA
SLC22A3	XM_054356253.1	6	1	161642348	161702771	SLC22A3	mRNA
LPAL2	NR_028093.1	6	-1	161717854	161762809	LPAL2	transcript
LPAL2	NR_028092.1	6	-1	161718484	161762809	LPAL2	transcript
LPA	NM_005577.4	6	-1	161783172	162011762	LPA	mRNA
PLG	NM_001168338.1	6	1	162049910	162059596	PLG	mRNA
PLG	NM_000301.5	6	1	162049961	162101977	PLG	mRNA
LOC112267969	XR_007077271.1	6	-1	162231382	162254200	LOC112267969	lnc_RNA
LOC105378093	XR_007077292.1	6	-1	162258469	162284683	LOC105378093	lnc_RNA
LOC105378093	XR_007077291.1	6	-1	162258469	162276211	LOC105378093	lnc_RNA
LOC102724087	NR_187755.1	6	1	162284512	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187756.1	6	1	162284512	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187757.1	6	1	162284512	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187759.1	6	1	162284687	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187764.1	6	1	162284687	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187760.1	6	1	162284687	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187763.1	6	1	162284687	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187761.1	6	1	162284687	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187758.1	6	1	162284687	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187769.1	6	1	162284687	162301239	LOC102724087	lnc_RNA
LOC102724087	NR_187768.1	6	1	162284687	162301239	LOC102724087	lnc_RNA
LOC102724087	NR_187765.1	6	1	162284905	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187762.1	6	1	162284905	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187766.1	6	1	162284905	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187770.1	6	1	162284905	162301239	LOC102724087	lnc_RNA
LOC102724087	NR_187767.1	6	1	162285417	162339699	LOC102724087	lnc_RNA
LOC102724087	NR_187771.1	6	1	162285417	162301239	LOC102724087	lnc_RNA
MAP3K4-AS1	NR_174962.1	6	-1	162348804	162350828	MAP3K4-AS1	lnc_RNA
MAP3K4	NR_120425.2	6	1	162350255	162475786	MAP3K4	transcript
MAP3K4	NM_001291958.2	6	1	162350255	162475786	MAP3K4	mRNA
MAP3K4	NM_005922.4	6	1	162350255	162475786	MAP3K4	mRNA
MAP3K4	NM_006724.4	6	1	162350255	162475786	MAP3K4	mRNA
MAP3K4	NM_001301072.2	6	1	162350255	162475786	MAP3K4	mRNA
MAP3K4	NM_001363582.2	6	1	162350255	162475786	MAP3K4	mRNA
MAP3K4	XM_054355452.1	6	1	162350255	162468157	MAP3K4	mRNA
